isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid,FF_12_consumer_combined,FF_12_consumer_combined_text
FR60463523766,2015,Other,"al-Sami, Mus'ab",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR61223775900,2021,Other,"Reyes, George",Chairman and Chief Executive Officer,326451,4.6,6,NA,NA,NA,3,Manufacturing
FR61223775900,2020,Other,"Sarabia, Victor",CEO,494633,3.3,3.8,NA,NA,NA,3,Manufacturing
FR61223775900,2019,Other,"Sarabia, Victor",CEO,218334,3.3,4.6,NA,NA,NA,3,Manufacturing
FR61223775900,2018,Other,"Sarabia, Victor",CEO,278088,3.4,4.8,NA,NA,NA,3,Manufacturing
FR61223775900,2017,Other,"Sarabia, Victor",CEO,281550,4.4,6.2,NA,NA,NA,3,Manufacturing
FR61223775900,2016,Other,"Sarabia, Victor",CEO,189997,3.2,4.5,NA,NA,NA,3,Manufacturing
FR61223775900,2015,Other,"Sarabia, Victor",CEO,NA,3,4.3,NA,NA,NA,3,Manufacturing
FR61729659945,2021,Other,"Easterling, Daniel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR61729659945,2020,Other,"Easterling, Daniel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR61729659945,2019,Other,"Easterling, Daniel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR61729659945,2018,Other,"Easterling, Daniel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR61729659945,2017,Other,"Easterling, Daniel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR61729659945,2016,Other,"Easterling, Daniel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR61729659945,2015,Other,"Easterling, Daniel",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR61748778731,2021,Other,"Mee, Victoria",CEO,626885,17.66,21.67,33909,27624,NA,1,Consumer
FR61748778731,2020,Other,"Mee, Victoria",CEO,616210,21.3,27.72,33020,24024,NA,1,Consumer
FR61748778731,2019,Other,"Mee, Victoria",CEO,720676,21.8,27,32940,26679,NA,1,Consumer
FR61748778731,2018,Other,"Mee, Victoria",CEO,715241,20,25,31752,25407,NA,1,Consumer
FR61748778731,2017,Other,"Mee, Victoria",CEO,510159,16.2,20.4,31431,24946,NA,1,Consumer
FR61748778731,2016,Other,"Mee, Victoria",CEO,NA,15.8,19.4,30898,25121,NA,1,Consumer
FR61748778731,2015,Other,"Mee, Victoria",CEO,NA,16.2,20.6,29420,23104,NA,1,Consumer
FR62753951856,2021,Other,"Clark, Tyler",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR62753951856,2020,Other,"Clark, Tyler",CEO,643000,5.3,NA,28018,NA,87,NA,NA
FR62753951856,2019,Other,"Clark, Tyler",CEO,132000,NA,NA,NA,NA,NA,NA,NA
FR62753951856,2018,Other,"Clark, Tyler",CEO,135000,NA,NA,NA,NA,NA,NA,NA
FR62753951856,2017,Other,"Clark, Tyler",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR62753951856,2016,Other,"Clark, Tyler",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR62753951856,2015,Other,"Schubert, Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR62757321402,2021,Other,"Hill, Adame",Chairman and Chief Executive Officer,234816,7.26,7.46,32323,31470,NA,NA,NA
FR62757321402,2020,Other,"Hill, Adame",Chairman and Chief Executive Officer,217884,6.21,6.7,35073,32490,NA,NA,NA
FR62757321402,2019,Other,"Hill, Adame",Chairman and Chief Executive Officer,146000,NA,NA,NA,NA,NA,NA,NA
FR62757321402,2018,Other,"Hill, Adame",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR62757321402,2017,Other,"Hill, Adame",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR62757321402,2016,Other,"Hill, Adame",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR62757321402,2015,Other,"Ding, Patricia",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR63095649192,2021,Other,"Black, David",CEO,541500,15,16.6,NA,NA,NA,6,Business Equipment
FR63095649192,2020,Other,"Black, David",CEO,500221,9,11.4,NA,NA,NA,6,Business Equipment
FR63095649192,2019,Other,"Black, David",CEO,547770,13.8,16,NA,NA,NA,6,Business Equipment
FR63095649192,2018,Other,"Black, David",CEO,511029,14.5,16.1,NA,NA,NA,6,Business Equipment
FR63095649192,2017,Other,"Black, David",CEO,664971,19,16.6,NA,NA,NA,6,Business Equipment
FR63095649192,2016,Other,"Black, David",CEO,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR63095649192,2015,Other,"Black, David",CEO,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR63293999030,2021,Other,"Benyo, Austin",CEO,1352603,8.99,9.57,NA,NA,NA,4,Energy
FR63293999030,2020,Other,"Benyo, Austin",CEO,1126460,4.29,4.92,NA,NA,NA,4,Energy
FR63293999030,2019,Other,"Benyo, Austin",CEO,1342757,NA,NA,NA,NA,NA,4,Energy
FR63293999030,2018,Other,"Benyo, Austin",CEO,834288,NA,NA,NA,NA,NA,4,Energy
FR63293999030,2017,Other,"Benyo, Austin",CEO,977000,NA,NA,NA,NA,NA,4,Energy
FR63293999030,2016,Other,"Benyo, Austin",CEO,893821,8.05,8.19,NA,NA,NA,4,Energy
FR63293999030,2015,Other,"Benyo, Austin",CEO,350000,3.1,3.66,NA,NA,NA,4,Energy
FR63355188977,2021,Other,"Thomas, Melisha",Chairman and Chief Executive Officer,235466,3.09,4.21,NA,NA,NA,6,Business Equipment
FR63355188977,2020,Other,"Thomas, Melisha",Chairman and Chief Executive Officer,418428,3.77,7.97,NA,NA,NA,6,Business Equipment
FR63355188977,2019,Other,"Thomas, Melisha",Chairman and Chief Executive Officer,340585,5.07,6.75,NA,NA,NA,6,Business Equipment
FR63355188977,2018,Other,"Thomas, Melisha",Chairman and Chief Executive Officer,302899,NA,NA,NA,NA,NA,6,Business Equipment
FR63355188977,2017,Other,"Thomas, Melisha",Chairman and Chief Executive Officer,285016,NA,NA,NA,NA,NA,6,Business Equipment
FR63355188977,2016,Other,"Thomas, Melisha",Chairman and Chief Executive Officer,237436,NA,NA,NA,NA,NA,6,Business Equipment
FR63355188977,2015,Other,"Thomas, Melisha",Chairman and Chief Executive Officer,268116,NA,NA,NA,NA,NA,6,Business Equipment
FR64218113222,2021,Other,"Sawano, Maangelica",Chairman and Chief Executive Officer,633440,NA,NA,NA,NA,NA,6,Business Equipment
FR64218113222,2020,Other,"Sawano, Maangelica",Chairman and Chief Executive Officer,735800,NA,NA,NA,NA,NA,6,Business Equipment
FR64218113222,2019,Other,"Sawano, Maangelica",Chairman and Chief Executive Officer,636800,8.41,7.07,53554,45000,NA,6,Business Equipment
FR64218113222,2018,Other,"Sawano, Maangelica",Chairman and Chief Executive Officer,634200,7.91,6.8,50193,43100,NA,6,Business Equipment
FR64218113222,2017,Other,"Sawano, Maangelica",Chairman and Chief Executive Officer,509000,9.54,8.35,48549,42500,NA,6,Business Equipment
FR64218113222,2016,Other,"Sawano, Maangelica",Chairman and Chief Executive Officer,372450,13.24,11.28,49304,42000,NA,6,Business Equipment
FR64218113222,2015,Other,"Sawano, Maangelica",Chairman and Chief Executive Officer,383130,12.99,11.22,47455,41000,NA,6,Business Equipment
FR65234214190,2021,Other,"Torrecillas Hernandez, San Juana",CEO,307699,4.79,5.93,NA,NA,NA,12,Other
FR65234214190,2020,Other,"al-Laham, Saalih",Chairman and Chief Executive Officer,422433,5.67,4.68,NA,NA,NA,12,Other
FR65234214190,2019,Other,"al-Laham, Saalih",Chairman and Chief Executive Officer,485467,5.71,4.52,NA,NA,NA,12,Other
FR65234214190,2018,Other,"al-Laham, Saalih",Chairman and Chief Executive Officer,476134,6.41,5.05,NA,NA,NA,12,Other
FR65234214190,2017,Other,"al-Laham, Saalih",Chairman and Chief Executive Officer,515541,7.23,6.08,NA,NA,NA,12,Other
FR65234214190,2016,Other,"al-Laham, Saalih",Chairman and Chief Executive Officer,565567,6.99,5.7,NA,NA,NA,12,Other
FR65234214190,2015,Other,"al-Laham, Saalih",Chairman and Chief Executive Officer,564867,7.5,6,NA,NA,NA,12,Other
FR65374845364,2021,Other,"Ahasteen, John",Chairman and Chief Executive Officer,310282,5.1,6.27,NA,NA,NA,6,Business Equipment
FR65374845364,2020,Other,"Ahasteen, John",Chairman and Chief Executive Officer,300000,3.15,4.53,NA,NA,NA,6,Business Equipment
FR65374845364,2019,Other,"Ahasteen, John",Chairman and Chief Executive Officer,320674,3.32,4.5,NA,NA,NA,6,Business Equipment
FR65374845364,2018,Other,"Ahasteen, John",Chairman and Chief Executive Officer,320290,3.08,4.84,NA,NA,NA,6,Business Equipment
FR65374845364,2017,Other,"Ahasteen, John",Chairman and Chief Executive Officer,144593.88,3.92,5.07,NA,NA,NA,6,Business Equipment
FR65374845364,2016,Other,"Ahasteen, John",Chairman and Chief Executive Officer,144320,3.61,4.66,NA,NA,NA,6,Business Equipment
FR65374845364,2015,Other,"Ahasteen, John",Chairman and Chief Executive Officer,144068,3.85,4.95,NA,NA,NA,6,Business Equipment
FR65927000217,2021,Other,"Manuel, Majynta",Chairman and Chief Executive Officer,NA,10.7,14.8,NA,NA,NA,6,Business Equipment
FR65927000217,2020,Other,"Manuel, Majynta",Chairman and Chief Executive Officer,NA,10.6,14.4,NA,NA,NA,6,Business Equipment
FR65927000217,2019,Other,"Manuel, Majynta",Chairman and Chief Executive Officer,NA,16.4,22.8,NA,NA,NA,6,Business Equipment
FR65927000217,2018,Other,"Manuel, Majynta",Chairman and Chief Executive Officer,NA,16.2,22.6,NA,NA,NA,6,Business Equipment
FR65927000217,2017,Other,"Manuel, Majynta",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR65927000217,2016,Other,"Manuel, Majynta",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR65927000217,2015,Other,"Manuel, Majynta",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR66271429005,2021,Other,"el-Ansari, Jaabir",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,10,Healthcare
FR66271429005,2020,Other,"Tannahill, Joel",CEO,NA,NA,NA,NA,NA,NA,10,Healthcare
FR66271429005,2019,Other,"el-Ansari, Jaabir",Chairman and Chief Executive Officer,NA,1.05,NA,90693,77000,NA,10,Healthcare
FR66271429005,2018,Other,"Tannahill, Joel",CEO,95143,2,NA,92259,74750,NA,10,Healthcare
FR66271429005,2017,Other,"Tannahill, Joel",CEO,149688,2.91,NA,96469,92237,NA,10,Healthcare
FR66271429005,2016,Other,"Tannahill, Joel",CEO,187000,1.55,NA,120645,126690,NA,10,Healthcare
FR66271429005,2015,Other,"Tannahill, Joel",CEO,NA,NA,NA,109692,107666,NA,10,Healthcare
FR67462551048,2021,Other,"Maddux, Nico",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR67462551048,2020,Other,"Maddux, Nico",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR67462551048,2019,Other,"Maddux, Nico",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR67462551048,2018,Other,"Maddux, Nico",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR67462551048,2017,Other,"Maddux, Nico",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR67462551048,2016,Other,"Maddux, Nico",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR67462551048,2015,Other,"Maddux, Nico",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR67625101297,2021,Other,"Shrestha, Frank",CEO,312340,2.58,2.4,NA,NA,NA,6,Business Equipment
FR67625101297,2020,Other,"Shrestha, Frank",CEO,332350,2.43,2.24,136818,148543,NA,6,Business Equipment
FR67625101297,2019,Other,"Shrestha, Frank",CEO,331712,NA,NA,NA,NA,NA,6,Business Equipment
FR67625101297,2018,Other,"Shrestha, Frank",CEO,327279,NA,NA,NA,NA,NA,6,Business Equipment
FR67625101297,2017,Other,"Shrestha, Frank",CEO,322997,NA,NA,NA,NA,NA,6,Business Equipment
FR67625101297,2016,Other,"Shrestha, Frank",CEO,319594,2.78,2.26,115151,141659,NA,6,Business Equipment
FR67625101297,2015,Other,"Shrestha, Frank",CEO,265903,2.38,2.14,111714,124081,NA,6,Business Equipment
FR68736413100,2021,Other,"Jones, Istiaq",CEO,NA,NA,NA,NA,NA,NA,11,Finance
FR68736413100,2020,Other,"Jones, Istiaq",CEO,357524,4.3,5.1,75000,63000,NA,11,Finance
FR68736413100,2019,Other,"Jones, Istiaq",CEO,347146,4,4.7,76000,63000,NA,11,Finance
FR68736413100,2018,Other,"Jones, Istiaq",CEO,320321,4,4.7,77000,66000,NA,11,Finance
FR68736413100,2017,Other,"Jones, Istiaq",CEO,316284,3.6,NA,86000,65000,NA,11,Finance
FR68736413100,2016,Other,"Jones, Istiaq",CEO,209997,2.6,NA,83000,NA,NA,11,Finance
FR68736413100,2015,Other,"Jones, Istiaq",CEO,284972,3.4,NA,82000,NA,NA,11,Finance
FR68793311931,2021,Other,"Thomas, Neil",CEO,272558,NA,NA,NA,NA,NA,12,Other
FR68793311931,2020,Other,"Thomas, Neil",CEO,1073686,NA,NA,NA,NA,NA,12,Other
FR68793311931,2019,Other,"Thomas, Neil",CEO,246749,4.1,5.2,NA,NA,NA,12,Other
FR68793311931,2018,Other,"Thomas, Neil",CEO,244283,4.7,6.1,NA,NA,NA,12,Other
FR68793311931,2017,Other,"Thomas, Neil",CEO,217800,4.4,5.7,NA,NA,NA,12,Other
FR68793311931,2016,Other,"Thomas, Neil",CEO,214627,4.1,5.2,NA,NA,NA,12,Other
FR68793311931,2015,Other,"Thomas, Neil",CEO,208457,3.2,4.1,NA,NA,NA,12,Other
FR69012278024,2021,Other,"Alden, Audrey",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,3,Manufacturing
FR69012278024,2020,Other,"Alden, Audrey",Chairman and Chief Executive Officer,NA,15.48,18.28,NA,NA,NA,3,Manufacturing
FR69012278024,2019,Other,"Alden, Audrey",Chairman and Chief Executive Officer,NA,15.58,19.62,NA,NA,NA,3,Manufacturing
FR69012278024,2018,Other,"Alden, Audrey",Chairman and Chief Executive Officer,NA,13.68,19.82,NA,NA,NA,3,Manufacturing
FR69012278024,2017,Other,"Alden, Audrey",Chairman and Chief Executive Officer,NA,11.84,19.11,NA,NA,NA,3,Manufacturing
FR69012278024,2016,Other,"Alden, Audrey",Chairman and Chief Executive Officer,NA,14.06,18.56,NA,NA,NA,3,Manufacturing
FR69012278024,2015,Other,"Alden, Audrey",Chairman and Chief Executive Officer,NA,16.16,22.33,NA,NA,NA,3,Manufacturing
FR69841412764,2021,Other,"Gomez, Vanessa",Chairman and Chief Executive Officer,NA,3.75,5.87,97563,62356,NA,3,Manufacturing
FR69841412764,2020,Other,"Gomez, Vanessa",Chairman and Chief Executive Officer,366222,3.09,4.32,90870,65038,NA,3,Manufacturing
FR69841412764,2019,Other,"Gomez, Vanessa",Chairman and Chief Executive Officer,403390,3.02,4.31,100886,70608,NA,3,Manufacturing
FR69841412764,2018,Other,"Gomez, Vanessa",Chairman and Chief Executive Officer,307594,0.83,1.38,105597,64011,NA,3,Manufacturing
FR69841412764,2017,Other,"Gomez, Vanessa",Chairman and Chief Executive Officer,231301,0.29,0.48,94246,57894,NA,3,Manufacturing
FR69841412764,2016,Other,"Gomez, Vanessa",Chairman and Chief Executive Officer,256451,0.64,1.12,88060,50659,NA,3,Manufacturing
FR69841412764,2015,Other,"Gomez, Vanessa",Chairman and Chief Executive Officer,252069,0.63,1.18,93787,50200,NA,3,Manufacturing
FR69958392658,2021,Other,"el-Mowad, Shameem",CEO,NA,NA,NA,NA,NA,NA,NA,NA
FR69958392658,2020,Other,"el-Mowad, Shameem",CEO,1645624,7.47,10.13,59614,NA,NA,NA,NA
FR69958392658,2019,Other,"el-Mowad, Shameem",CEO,519132,7.89,10.29,64108,NA,NA,NA,NA
FR69958392658,2018,Other,"el-Mowad, Shameem",CEO,705949,5.07,6.35,64437,NA,NA,NA,NA
FR69958392658,2017,Other,"el-Mowad, Shameem",CEO,332775,4.96,6.04,69691,NA,NA,NA,NA
FR69958392658,2016,Other,"el-Mowad, Shameem",CEO,273609,4.36,5.6,60590,NA,NA,NA,NA
FR69958392658,2015,Other,"Klaasen, Minhkhoi",NA,223360,NA,NA,NA,NA,NA,NA,NA
FR70869883389,2021,Other,"Cook-Nunn, Jasen",CEO,653532,NA,NA,NA,NA,NA,10,Healthcare
FR70869883389,2020,Other,"Cook-Nunn, Jasen",CEO,411032,11.3,13.6,NA,NA,NA,10,Healthcare
FR70869883389,2019,Other,"Cook-Nunn, Jasen",CEO,2093017,11.3,13.7,NA,NA,NA,10,Healthcare
FR70869883389,2018,Other,"Cook-Nunn, Jasen",CEO,414240,39.5,49.6,NA,NA,NA,10,Healthcare
FR70869883389,2017,Other,"Cook-Nunn, Jasen",CEO,344240,9.1,14.2,NA,NA,NA,10,Healthcare
FR70869883389,2016,Other,"Cook-Nunn, Jasen",CEO,295163,9.1,13.5,NA,NA,NA,10,Healthcare
FR70869883389,2015,Other,"Cook-Nunn, Jasen",CEO,314000,8.8,3.4,NA,NA,NA,10,Healthcare
FR70880558811,2021,Other,"Gonzalez, Alexander",CEO,1520596,32.52,36.93,46765,41177,NA,3,Manufacturing
FR70880558811,2020,Other,"Gonzalez, Alexander",CEO,1230078,27.34,31.53,44997,39014,NA,3,Manufacturing
FR70880558811,2019,Other,"Gonzalez, Alexander",CEO,1083805,23.11,26.07,46893,41567,NA,3,Manufacturing
FR70880558811,2018,Other,"Gonzalez, Alexander",CEO,1393647,29.67,33.71,46974,41344,NA,3,Manufacturing
FR70880558811,2017,Other,"Gonzalez, Alexander",CEO,846925,18.64,21.2,45437,39951,NA,3,Manufacturing
FR70880558811,2016,Other,"Gonzalez, Alexander",CEO,794630,18.29,20.91,43458,38001,NA,3,Manufacturing
FR70880558811,2015,Other,"Gonzalez, Alexander",CEO,695422,16.8,18.4,NA,NA,NA,3,Manufacturing
FR71087690370,2021,Other,"Tran, Humsini",Chairman and Chief Executive Officer,NA,1.02,1.02,NA,NA,NA,NA,NA
FR71087690370,2020,Other,"Tran, Humsini",Chairman and Chief Executive Officer,380992,0.99,1.02,NA,NA,NA,NA,NA
FR71087690370,2019,Other,"Tran, Humsini",Chairman and Chief Executive Officer,232081,1.2,1.11,NA,NA,NA,NA,NA
FR71087690370,2018,Other,"Tran, Humsini",Chairman and Chief Executive Officer,100000,1.04,1.01,NA,NA,NA,NA,NA
FR71087690370,2017,Other,"Mascarenas, Nikolas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR71087690370,2016,Other,"Mascarenas, Nikolas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR71087690370,2015,Other,"Mascarenas, Nikolas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR71392125871,2021,Other,"Gay, Madison",CEO,200000,5.8,7.2,NA,NA,NA,NA,NA
FR71392125871,2020,Other,"Gay, Madison",CEO,200000,6,7.4,NA,NA,NA,NA,NA
FR71392125871,2019,Other,"Gay, Madison",CEO,200000,6.1,7.8,NA,NA,NA,NA,NA
FR71392125871,2018,Other,"Gay, Madison",CEO,200000,6.4,8,NA,NA,NA,NA,NA
FR71392125871,2017,Other,"Gay, Madison",CEO,200000,6.6,8,NA,NA,NA,NA,NA
FR71392125871,2016,Other,"el-Soliman, Mubeena",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR71392125871,2015,Other,"el-Soliman, Mubeena",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR71619492643,2021,Other,"Topper, Luke",CEO,449517,10.51,12.24,42773,36724,NA,12,Other
FR71619492643,2020,Other,"Topper, Luke",CEO,394873,9.47,11.09,41437,35413,NA,12,Other
FR71619492643,2019,Other,"al-Amin, Shameema",Chairman and Chief Executive Officer,426192,10,11.7,NA,NA,NA,12,Other
FR71619492643,2018,Other,"al-Amin, Shameema",Chairman and Chief Executive Officer,420547,9.8,10.5,42798,39928,NA,12,Other
FR71619492643,2017,Other,"al-Amin, Shameema",Chairman and Chief Executive Officer,420547,9.8,10.9,42928,38514,NA,12,Other
FR71619492643,2016,Other,"al-Amin, Shameema",Chairman and Chief Executive Officer,421426,10,11,42129,38307,NA,12,Other
FR71619492643,2015,Other,"al-Amin, Shameema",Chairman and Chief Executive Officer,426062,10.3,10.5,41529,40571,NA,12,Other
FR74250802069,2021,Other,"Williams, Deja",CEO,2015800,22.1,28.1,NA,NA,1115,6,Business Equipment
FR74250802069,2020,Other,"Williams, Deja",CEO,1232100,30.5,38.2,NA,NA,NA,6,Business Equipment
FR74250802069,2019,Other,"Williams, Deja",CEO,1786900,29.7,37.4,NA,NA,NA,6,Business Equipment
FR74250802069,2018,Other,"Williams, Deja",CEO,1603400,16.7,21,NA,NA,NA,6,Business Equipment
FR74250802069,2017,Other,"Williams, Deja",CEO,1896800,NA,NA,NA,NA,NA,6,Business Equipment
FR74250802069,2016,Other,"Williams, Deja",CEO,1665300,NA,NA,NA,NA,NA,6,Business Equipment
FR74250802069,2015,Other,"Williams, Deja",CEO,2078700,NA,NA,NA,NA,NA,6,Business Equipment
FR76153187814,2021,Other,"Medicine Blanket, Connor",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,NA,NA
FR76153187814,2020,Other,"Rodriguez, Nicholas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76153187814,2019,Other,"Rodriguez, Nicholas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76153187814,2018,Other,"Rodriguez, Nicholas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76153187814,2017,Other,"Rodriguez, Nicholas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76153187814,2016,Other,"Rodriguez, Nicholas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76153187814,2015,Other,"Rodriguez, Nicholas",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76635782092,2021,Other,"Rollins, Tyler",Chairman and Chief Executive Officer,457706,1.6,1.9,NA,NA,NA,3,Manufacturing
FR76635782092,2020,Other,"Rollins, Tyler",Chairman and Chief Executive Officer,283160,4.6,NA,NA,NA,NA,3,Manufacturing
FR76635782092,2019,Other,"Rollins, Tyler",Chairman and Chief Executive Officer,346302,6.1,NA,NA,NA,NA,3,Manufacturing
FR76635782092,2018,Other,"Rollins, Tyler",Chairman and Chief Executive Officer,289326,4.9,NA,NA,NA,NA,3,Manufacturing
FR76635782092,2017,Other,"Rollins, Tyler",Chairman and Chief Executive Officer,294585,4.9,NA,NA,NA,NA,3,Manufacturing
FR76635782092,2016,Other,"Rollins, Tyler",Chairman and Chief Executive Officer,391004,7,NA,NA,NA,NA,3,Manufacturing
FR76635782092,2015,Other,"Rollins, Tyler",Chairman and Chief Executive Officer,362212,7.5,NA,NA,NA,NA,3,Manufacturing
FR76897058377,2021,Other,"Zamudio, Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76897058377,2020,Other,"Zamudio, Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76897058377,2019,Other,"Zamudio, Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76897058377,2018,Other,"Zamudio, Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76897058377,2017,Other,"Zamudio, Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76897058377,2016,Other,"Zamudio, Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR76897058377,2015,Other,"Zamudio, Javier",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR78650581710,2021,Other,"Gardner, Maya",CEO,NA,7.42,7.02,49717,47008,NA,NA,NA
FR78650581710,2020,Other,"Gardner, Maya",CEO,237538,NA,NA,NA,NA,NA,NA,NA
FR78650581710,2019,Other,"Gardner, Maya",CEO,165901,4.4,4.72,47686,44504,NA,NA,NA
FR78650581710,2018,Other,"Gardner, Maya",CEO,190578,NA,NA,NA,NA,NA,NA,NA
FR78650581710,2017,Other,"Avila, Selene",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR78650581710,2016,Other,"Avila, Selene",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR78650581710,2015,Other,"Avila, Selene",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR79042035531,2021,Other,"Chapman, Millacynt",Chairman and Chief Executive Officer,893230,6,9,144474,137594,NA,10,Healthcare
FR79042035531,2020,Other,"Chapman, Millacynt",Chairman and Chief Executive Officer,2588100,16,27,157601,94214,NA,10,Healthcare
FR79042035531,2019,Other,"Chapman, Millacynt",Chairman and Chief Executive Officer,829451,5,10,164359,82332,NA,10,Healthcare
FR79042035531,2018,Other,"Ehlers, Jacob",CEO,1080825,7,13,146258,84376,NA,10,Healthcare
FR79042035531,2017,Other,"Ehlers, Jacob",CEO,981390,4,12,220163,81092,NA,10,Healthcare
FR79042035531,2016,Other,"Ehlers, Jacob",CEO,NA,8,20,320139,131729,NA,10,Healthcare
FR79042035531,2015,Other,"Ehlers, Jacob",CEO,NA,4,6,71753,52718,NA,10,Healthcare
FR79600469039,2021,Other,"Shockley-Lowe, Joshua",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA,6,Business Equipment
FR79600469039,2020,Other,"Shockley-Lowe, Joshua",Chairman and Chief Executive Officer,277733,NA,NA,NA,NA,NA,6,Business Equipment
FR79600469039,2019,Other,"Shockley-Lowe, Joshua",Chairman and Chief Executive Officer,280628,5.1,5,56240,55084,NA,6,Business Equipment
FR79600469039,2018,Other,"Shockley-Lowe, Joshua",Chairman and Chief Executive Officer,269913,3.8,2.9,94307,70378,NA,6,Business Equipment
FR79600469039,2017,Other,"Shockley-Lowe, Joshua",Chairman and Chief Executive Officer,146537,2.2,1.9,118084,103190,NA,6,Business Equipment
FR79600469039,2016,Other,"Shockley-Lowe, Joshua",Chairman and Chief Executive Officer,NA,2.2,1.9,174516,149091,NA,6,Business Equipment
FR79600469039,2015,Other,"Shockley-Lowe, Joshua",Chairman and Chief Executive Officer,NA,2,1.9,121525,112459,NA,6,Business Equipment
FR79721908755,2021,Other,"Aragon, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR79721908755,2020,Other,"Aragon, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR79721908755,2019,Other,"Aragon, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR79721908755,2018,Other,"Aragon, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR79721908755,2017,Other,"Aragon, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR79721908755,2016,Other,"Aragon, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR79721908755,2015,Other,"Aragon, Lauren",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80354156172,2021,Other,"Lewis, Savon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80354156172,2020,Other,"Lewis, Savon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80354156172,2019,Other,"Lewis, Savon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80354156172,2018,Other,"Lewis, Savon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80354156172,2017,Other,"Lewis, Savon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80354156172,2016,Other,"Lewis, Savon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80354156172,2015,Other,"Lewis, Savon",NA,NA,NA,NA,NA,NA,NA,NA,NA
FR80848623101,2021,Other,"Northrup, Carmen",NA,NA,NA,NA,NA,NA,NA,NA,NA
