isin_random,year,index,exec_name_random,exec_pos,exec_comp_total,pr_avg,pr_med,empl_comp_avg,empl_comp_med,empl_number_consid
FR62882733659,2020,Other,"Nekkanti, Choua",Chairman and Chief Executive Officer,777702,3.7,4.4,NA,NA,NA
FR62882733659,2019,Other,"Nekkanti, Choua",Chairman and Chief Executive Officer,503763,5.9,6.8,NA,NA,NA
FR62882733659,2018,Other,"Nekkanti, Choua",Chairman and Chief Executive Officer,NA,6.1,6.9,NA,NA,NA
FR62882733659,2017,Other,"Nekkanti, Choua",Chairman and Chief Executive Officer,NA,7.3,8.7,NA,NA,NA
FR62882733659,2016,Other,"Nekkanti, Choua",Chairman and Chief Executive Officer,NA,7.5,9.7,NA,NA,NA
FR62882733659,2015,Other,"Nekkanti, Choua",Chairman and Chief Executive Officer,NA,6.4,7.1,NA,NA,NA
FR63532319567,2021,Other,"Racine, Jaicee",NA,NA,NA,NA,NA,NA,NA
FR63532319567,2020,Other,"Racine, Jaicee",NA,NA,NA,NA,NA,NA,NA
FR63532319567,2019,Other,"Racine, Jaicee",NA,NA,NA,NA,NA,NA,NA
FR63532319567,2018,Other,"Racine, Jaicee",NA,NA,NA,NA,NA,NA,NA
FR63532319567,2017,Other,"Racine, Jaicee",NA,NA,NA,NA,NA,NA,NA
FR63532319567,2016,Other,"Racine, Jaicee",NA,NA,NA,NA,NA,NA,NA
FR63532319567,2015,Other,"Racine, Jaicee",NA,NA,NA,NA,NA,NA,NA
FR64906236836,2021,Other,"Boyer, Tanya",Chairman of the Executive Board,3734385,4.87,7.76,107053,NA,NA
FR64906236836,2020,Other,"Boyer, Tanya",Chairman of the Executive Board,817825,4.87,7.53,101695,NA,NA
FR64906236836,2019,Other,"Boyer, Tanya",Chairman of the Executive Board,2493257,NA,NA,NA,NA,NA
FR64906236836,2018,Other,"Boyer, Tanya",Chairman of the Executive Board,1427080,NA,NA,NA,NA,NA
FR64906236836,2017,Other,"Boyer, Tanya",Chairman of the Executive Board,813646,NA,NA,NA,NA,NA
FR64906236836,2016,Other,"Boyer, Tanya",Chairman of the Executive Board,730298,NA,NA,NA,NA,NA
FR64906236836,2015,Other,"Boyer, Tanya",Chairman of the Executive Board,542869,5.13,6.52,73585,NA,NA
FR65588957413,2021,Other,"Martel, Kelsey",NA,NA,NA,NA,NA,NA,NA
FR65588957413,2020,Other,"Martel, Kelsey",NA,NA,NA,NA,NA,NA,NA
FR65588957413,2019,Other,"Martel, Kelsey",NA,NA,NA,NA,NA,NA,NA
FR65588957413,2018,Other,"Martel, Kelsey",NA,NA,NA,NA,NA,NA,NA
FR65588957413,2017,Other,"Martel, Kelsey",NA,NA,NA,NA,NA,NA,NA
FR65588957413,2016,Other,"Martel, Kelsey",NA,NA,NA,NA,NA,NA,NA
FR65588957413,2015,Other,"Martel, Kelsey",NA,NA,NA,NA,NA,NA,NA
FR65905588290,2021,Other,"Hallenbeck, Michael",Chairman and Chief Executive Officer,397798,6.62,8.89,63186,47089,NA
FR65905588290,2020,Other,"Hallenbeck, Michael",Chairman and Chief Executive Officer,419179,5.98,8.57,68174,47602,NA
FR65905588290,2019,Other,"Hallenbeck, Michael",Chairman and Chief Executive Officer,407297,6.35,8.45,58130,43665,NA
FR65905588290,2018,Other,"Hallenbeck, Michael",Chairman and Chief Executive Officer,368229,6.64,8.7,59890,45697,NA
FR65905588290,2017,Other,"Hallenbeck, Michael",Chairman and Chief Executive Officer,397119,5.54,7.27,62587,47726,NA
FR65905588290,2016,Other,"Hallenbeck, Michael",Chairman and Chief Executive Officer,NA,8.04,9.93,48694,39403,NA
FR65905588290,2015,Other,"Hallenbeck, Michael",Chairman and Chief Executive Officer,NA,7.03,8.87,5462,43296,NA
FR66052266943,2021,Other,"Hanson, Zeth",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR66052266943,2020,Other,"Hanson, Zeth",Chairman and Chief Executive Officer,362820,3.23,3.05,NA,NA,NA
FR66052266943,2019,Other,"Hanson, Zeth",Chairman and Chief Executive Officer,378142,2.71,2.65,NA,NA,NA
FR66052266943,2018,Other,"Hanson, Zeth",Chairman and Chief Executive Officer,390245,3.08,2.98,NA,NA,NA
FR66052266943,2017,Other,"Hanson, Zeth",Chairman and Chief Executive Officer,380764,3.05,2.95,NA,NA,NA
FR66052266943,2016,Other,"Hanson, Zeth",Chairman and Chief Executive Officer,347930,2.67,2.54,NA,NA,NA
FR66052266943,2015,Other,"Hanson, Zeth",Chairman and Chief Executive Officer,316200,2.46,2.34,NA,NA,NA
FR66184580481,2021,Other,"Archuleta, Jonathon",Chief Executive Officer and Chairman,718500,0.65,0.86,275294,NA,NA
FR66184580481,2020,Other,"el-Aydin, Sufyaan",CEO,200000,2.55,2.99,245495,NA,NA
FR66184580481,2019,Other,"el-Aydin, Sufyaan",CEO,626600,NA,NA,147854,NA,NA
FR66184580481,2018,Other,"el-Aydin, Sufyaan",CEO,253600,NA,NA,137184,NA,NA
FR66184580481,2017,Other,"el-Aydin, Sufyaan",CEO,253600,NA,NA,NA,NA,NA
FR66184580481,2016,Other,"el-Aydin, Sufyaan",CEO,253600,NA,NA,NA,NA,NA
FR66184580481,2015,Other,"el-Aydin, Sufyaan",CEO,253600,NA,NA,NA,NA,NA
FR66294078857,2021,Other,"Chapman, Dana",CEO,626885,17.66,21.67,33909,27624,NA
FR66294078857,2020,Other,"Chapman, Dana",CEO,616210,21.3,27.72,33020,24024,NA
FR66294078857,2019,Other,"Chapman, Dana",CEO,720676,21.8,27,32940,26679,NA
FR66294078857,2018,Other,"Chapman, Dana",CEO,715241,20,25,31752,25407,NA
FR66294078857,2017,Other,"Chapman, Dana",CEO,510159,16.2,20.4,31431,24946,NA
FR66294078857,2016,Other,"Chapman, Dana",CEO,NA,15.8,19.4,30898,25121,NA
FR66294078857,2015,Other,"Chapman, Dana",CEO,NA,16.2,20.6,29420,23104,NA
FR66811435297,2021,Other,"Phouk, Daniel",NA,NA,NA,NA,NA,NA,NA
FR66811435297,2020,Other,"Phouk, Daniel",NA,NA,NA,NA,NA,NA,NA
FR66811435297,2019,Other,"Phouk, Daniel",NA,NA,NA,NA,NA,NA,NA
FR66811435297,2018,Other,"Phouk, Daniel",NA,NA,NA,NA,NA,NA,NA
FR66811435297,2017,Other,"Phouk, Daniel",NA,NA,NA,NA,NA,NA,NA
FR66811435297,2016,Other,"Phouk, Daniel",NA,NA,NA,NA,NA,NA,NA
FR66811435297,2015,Other,"Phouk, Daniel",NA,NA,NA,NA,NA,NA,NA
FR66914819094,2021,Other,"Sheikh, Connie",Chairman and Chief Executive Officer,457706,1.6,1.9,NA,NA,NA
FR66914819094,2020,Other,"Sheikh, Connie",Chairman and Chief Executive Officer,283160,4.6,NA,NA,NA,NA
FR66914819094,2019,Other,"Sheikh, Connie",Chairman and Chief Executive Officer,346302,6.1,NA,NA,NA,NA
FR66914819094,2018,Other,"Sheikh, Connie",Chairman and Chief Executive Officer,289326,4.9,NA,NA,NA,NA
FR66914819094,2017,Other,"Sheikh, Connie",Chairman and Chief Executive Officer,294585,4.9,NA,NA,NA,NA
FR66914819094,2016,Other,"Sheikh, Connie",Chairman and Chief Executive Officer,391004,7,NA,NA,NA,NA
FR66914819094,2015,Other,"Sheikh, Connie",Chairman and Chief Executive Officer,362212,7.5,NA,NA,NA,NA
FR67746829371,2021,Other,"Rajlawat, Brittney",CEO,NA,11,13.6,84491,68286,NA
FR67746829371,2020,Other,"Rajlawat, Brittney",CEO,989056,11.6,14.4,82700,66441,NA
FR67746829371,2019,Other,"Rajlawat, Brittney",CEO,NA,8.3,10.4,81223,64648,NA
FR67746829371,2018,Other,"Rajlawat, Brittney",CEO,NA,7.9,10,80276,63803,NA
FR67746829371,2017,Other,"Rajlawat, Brittney",CEO,706448,14,18,78742,61413,NA
FR67746829371,2016,Other,"Rajlawat, Brittney",CEO,NA,12,15,71106,57242,NA
FR67746829371,2015,Other,"Rajlawat, Brittney",CEO,358604,13.1,16.2,68663,55688,NA
FR69009937483,2021,Other,"Flores, Cristian",CEO,NA,16.4,18.2,36000,32300,NA
FR69009937483,2020,Other,"Flores, Cristian",CEO,NA,14.4,16.2,35300,31500,NA
FR69009937483,2019,Other,"Flores, Cristian",CEO,NA,18.1,20,36300,32900,NA
FR69009937483,2018,Other,"Flores, Cristian",CEO,609899,16.7,18.5,34900,31600,NA
FR69009937483,2017,Other,"Flores, Cristian",CEO,785857,20.2,22.3,34300,31200,NA
FR69009937483,2016,Other,"Flores, Cristian",CEO,735049,20.2,22.1,34000,31000,NA
FR69009937483,2015,Other,"Flores, Cristian",CEO,665256,NA,NA,NA,NA,NA
FR69359497022,2021,Other,"Ros, Thy Thy",Chairman and Chief Executive Officer,1075089,7.8,8.4,NA,NA,NA
FR69359497022,2020,Other,"Ros, Thy Thy",Chairman and Chief Executive Officer,713282,8.5,10.2,NA,NA,NA
FR69359497022,2019,Other,"Ros, Thy Thy",Chairman and Chief Executive Officer,1210499,8.9,10.9,NA,NA,NA
FR69359497022,2018,Other,"Ros, Thy Thy",Chairman and Chief Executive Officer,604104,7.3,8.5,NA,NA,NA
FR69359497022,2017,Other,"Ros, Thy Thy",Chairman and Chief Executive Officer,350427,6.8,8.3,NA,NA,NA
FR69359497022,2016,Other,"Ros, Thy Thy",Chairman and Chief Executive Officer,775147,6.6,7.7,NA,NA,NA
FR69359497022,2015,Other,"Ros, Thy Thy",Chairman and Chief Executive Officer,NA,6.9,8.4,NA,NA,NA
FR69388942606,2021,Other,"Turner, Deidre",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR69388942606,2020,Other,"Turner, Deidre",Chairman and Chief Executive Officer,277733,NA,NA,NA,NA,NA
FR69388942606,2019,Other,"Turner, Deidre",Chairman and Chief Executive Officer,280628,5.1,5,56240,55084,NA
FR69388942606,2018,Other,"Turner, Deidre",Chairman and Chief Executive Officer,269913,3.8,2.9,94307,70378,NA
FR69388942606,2017,Other,"Turner, Deidre",Chairman and Chief Executive Officer,146537,2.2,1.9,118084,103190,NA
FR69388942606,2016,Other,"Turner, Deidre",Chairman and Chief Executive Officer,NA,2.2,1.9,174516,149091,NA
FR69388942606,2015,Other,"Turner, Deidre",Chairman and Chief Executive Officer,NA,2,1.9,121525,112459,NA
FR70088623524,2021,Other,"al-Rahman, Amjad",NA,NA,NA,NA,NA,NA,NA
FR70088623524,2020,Other,"al-Rahman, Amjad",NA,NA,NA,NA,NA,NA,NA
FR70088623524,2019,Other,"al-Rahman, Amjad",NA,NA,NA,NA,NA,NA,NA
FR70088623524,2018,Other,"al-Rahman, Amjad",NA,NA,NA,NA,NA,NA,NA
FR70088623524,2017,Other,"al-Rahman, Amjad",NA,NA,NA,NA,NA,NA,NA
FR70088623524,2016,Other,"al-Rahman, Amjad",NA,NA,NA,NA,NA,NA,NA
FR70088623524,2015,Other,"al-Rahman, Amjad",NA,NA,NA,NA,NA,NA,NA
FR70782711366,2021,Other,"Gyimah, Joseph",CEO,NA,NA,NA,NA,NA,NA
FR70782711366,2020,Other,"Gyimah, Joseph",CEO,819536,9.9,12.9,NA,NA,NA
FR70782711366,2019,Other,"Gyimah, Joseph",CEO,393749,5,6.5,NA,NA,NA
FR70782711366,2018,Other,"Gyimah, Joseph",CEO,427825,8.2,10.6,NA,NA,NA
FR70782711366,2017,Other,"Nwagwu, Joanne",NA,NA,NA,NA,NA,NA,NA
FR70782711366,2016,Other,"Nwagwu, Joanne",NA,NA,NA,NA,NA,NA,NA
FR70782711366,2015,Other,"Nwagwu, Joanne",NA,NA,NA,NA,NA,NA,NA
FR71846712648,2021,Other,"Sayer, Hope",CEO,18738,NA,NA,NA,NA,NA
FR71846712648,2020,Other,"Sayer, Hope",CEO,277297,5,6.7,47944,41317,NA
FR71846712648,2019,Other,"Sayer, Hope",CEO,187390,4.6,6.3,42840,37781,NA
FR71846712648,2018,Other,"Sayer, Hope",CEO,221339,3.74,4.21,NA,NA,NA
FR71846712648,2017,Other,"Sayer, Hope",CEO,750671,NA,NA,NA,NA,NA
FR71846712648,2016,Other,"Sayer, Hope",CEO,193208,NA,NA,NA,NA,NA
FR71846712648,2015,Other,"Sayer, Hope",CEO,NA,NA,NA,NA,NA,NA
FR72452405588,2021,Other,"Engelhart, Rachel",CEO,312340,2.58,2.4,NA,NA,NA
FR72452405588,2020,Other,"Engelhart, Rachel",CEO,332350,2.43,2.24,136818,148543,NA
FR72452405588,2019,Other,"Engelhart, Rachel",CEO,331712,NA,NA,NA,NA,NA
FR72452405588,2018,Other,"Engelhart, Rachel",CEO,327279,NA,NA,NA,NA,NA
FR72452405588,2017,Other,"Engelhart, Rachel",CEO,322997,NA,NA,NA,NA,NA
FR72452405588,2016,Other,"Engelhart, Rachel",CEO,319594,2.78,2.26,115151,141659,NA
FR72452405588,2015,Other,"Engelhart, Rachel",CEO,265903,2.38,2.14,111714,124081,NA
FR72729111951,2021,Other,"Meltzer, Allison",Chairman and Chief Executive Officer,180000,3.1,4,NA,NA,NA
FR72729111951,2020,Other,"Meltzer, Allison",Chairman and Chief Executive Officer,180000,2.2,2.2,NA,NA,NA
FR72729111951,2019,Other,"Meltzer, Allison",Chairman and Chief Executive Officer,180000,3.7,5.5,NA,NA,NA
FR72729111951,2018,Other,"Meltzer, Allison",Chairman and Chief Executive Officer,180000,3.9,6.1,NA,NA,NA
FR72729111951,2017,Other,"Meltzer, Allison",Chairman and Chief Executive Officer,150000,3.6,5.3,NA,NA,NA
FR72729111951,2016,Other,"Meltzer, Allison",Chairman and Chief Executive Officer,150000,3.1,3.5,NA,NA,NA
FR72729111951,2015,Other,"Meltzer, Allison",Chairman and Chief Executive Officer,150000,4.2,4.7,NA,NA,NA
FR72729152121,2021,Other,"Clark, Shannon",CEO,NA,NA,NA,NA,NA,NA
FR72729152121,2020,Other,"Clark, Shannon",CEO,238532,NA,NA,NA,NA,NA
FR72729152121,2019,Other,"Clark, Shannon",CEO,181957,NA,NA,NA,NA,NA
FR72729152121,2018,Other,"Reynolds, Eric",NA,NA,NA,NA,NA,NA,NA
FR72729152121,2017,Other,"Reynolds, Eric",NA,NA,NA,NA,NA,NA,NA
FR72729152121,2016,Other,"Reynolds, Eric",NA,NA,NA,NA,NA,NA,NA
FR72729152121,2015,Other,"Reynolds, Eric",NA,NA,NA,NA,NA,NA,NA
FR73463033698,2021,Other,"Jimmerson Stinson, Keenan",CEO,127400,2.46,3.13,52000,41000,NA
FR73463033698,2020,Other,"Jimmerson Stinson, Keenan",CEO,191700,3.84,3.88,50000,49000,NA
FR73463033698,2019,Other,"Jimmerson Stinson, Keenan",CEO,269860,3.2,4,75000,NA,NA
FR73463033698,2018,Other,"Jimmerson Stinson, Keenan",CEO,282000,4.19,5.06,67000,NA,NA
FR73463033698,2017,Other,"Jimmerson Stinson, Keenan",CEO,195000,2.64,3.33,NA,NA,NA
FR73463033698,2016,Other,"Jimmerson Stinson, Keenan",CEO,125000,1.74,2.38,NA,NA,NA
FR73463033698,2015,Other,"Jimmerson Stinson, Keenan",CEO,412000,7.47,9.28,55000,44000,NA
FR73639042433,2021,Other,"Bajwa, Ryan",Chairman and Chief Executive Officer,326451,4.6,6,NA,NA,NA
FR73639042433,2020,Other,"Choi, Pamela",CEO,494633,3.3,3.8,NA,NA,NA
FR73639042433,2019,Other,"Choi, Pamela",CEO,218334,3.3,4.6,NA,NA,NA
FR73639042433,2018,Other,"Choi, Pamela",CEO,278088,3.4,4.8,NA,NA,NA
FR73639042433,2017,Other,"Choi, Pamela",CEO,281550,4.4,6.2,NA,NA,NA
FR73639042433,2016,Other,"Choi, Pamela",CEO,189997,3.2,4.5,NA,NA,NA
FR73639042433,2015,Other,"Choi, Pamela",CEO,NA,3,4.3,NA,NA,NA
FR75445871883,2021,Other,"Dee-Hamilton, Shawn",CEO,818016,10.7,11.9,50100,45100,NA
FR75445871883,2020,Other,"Dee-Hamilton, Shawn",CEO,1724223,NA,NA,NA,NA,NA
FR75445871883,2019,Other,"Dee-Hamilton, Shawn",CEO,1156847,NA,NA,NA,NA,NA
FR75445871883,2018,Other,"Dee-Hamilton, Shawn",CEO,1405395,NA,NA,NA,NA,NA
FR75445871883,2017,Other,"Do, Lynssie",NA,NA,NA,NA,NA,NA,NA
FR75445871883,2016,Other,"Do, Lynssie",NA,NA,NA,NA,NA,NA,NA
FR75445871883,2015,Other,"Do, Lynssie",NA,NA,NA,NA,NA,NA,NA
FR75532322057,2021,Other,"Antoine, Jasmine",CEO,4385151,6.9,8.6,69675,55512,1302
FR75532322057,2020,Other,"Antoine, Jasmine",CEO,466476,7.9,9.8,65105,52058,1193
FR75532322057,2019,Other,"Antoine, Jasmine",CEO,850000,7.2,9.3,63166,49206,NA
FR75532322057,2018,Other,"Antoine, Jasmine",CEO,533333,6.5,8.7,61715,46311,NA
FR75532322057,2017,Other,"Antoine, Jasmine",CEO,400051,6.2,8.5,67838,49853,NA
FR75532322057,2016,Other,"Antoine, Jasmine",CEO,369051,4.9,7.3,70937,47152,NA
FR75532322057,2015,Other,"Antoine, Jasmine",CEO,NA,NA,NA,NA,NA,NA
FR75916012874,2021,Other,"Brown, James",CEO,439170,NA,NA,NA,NA,NA
FR75916012874,2020,Other,"Brown, James",CEO,394900,NA,NA,NA,NA,NA
FR75916012874,2019,Other,"Brown, James",CEO,983343,NA,NA,NA,NA,NA
FR75916012874,2018,Other,"Brown, James",CEO,419306,NA,NA,NA,NA,NA
FR75916012874,2017,Other,"Brown, James",CEO,346948,NA,NA,NA,NA,NA
FR75916012874,2016,Other,"Brown, James",CEO,361225,NA,NA,NA,NA,NA
FR75916012874,2015,Other,"Brown, James",CEO,364524,NA,NA,NA,NA,NA
FR77200364081,2021,Other,"Smith, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR77200364081,2020,Other,"Smith, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR77200364081,2019,Other,"Smith, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR77200364081,2018,Other,"Smith, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR77200364081,2017,Other,"Smith, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR77200364081,2016,Other,"Smith, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR77200364081,2015,Other,"Smith, Vanessa",NA,NA,NA,NA,NA,NA,NA
FR78237541240,2021,Other,"Vaughn, Cornelius",CEO,245000,4,5,67000,NA,NA
FR78237541240,2020,Other,"Sohn, Dante Alessandr",Chairman and Chief Executive Officer,245000,4.46,5.44,55000,NA,NA
FR78237541240,2019,Other,"Sohn, Dante Alessandr",Chairman and Chief Executive Officer,245000,3.92,5.44,62000,NA,NA
FR78237541240,2018,Other,"Sohn, Dante Alessandr",Chairman and Chief Executive Officer,195000,4.06,5.44,60000,NA,NA
FR78237541240,2017,Other,"Sohn, Dante Alessandr",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR78237541240,2016,Other,"Sohn, Dante Alessandr",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR78237541240,2015,Other,"Sohn, Dante Alessandr",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR78338448626,2021,Other,"Jones, Theador",NA,NA,NA,NA,NA,NA,NA
FR78338448626,2020,Other,"Jones, Theador",NA,NA,NA,NA,NA,NA,NA
FR78338448626,2019,Other,"Jones, Theador",NA,NA,NA,NA,NA,NA,NA
FR78338448626,2018,Other,"Jones, Theador",NA,NA,NA,NA,NA,NA,NA
FR78338448626,2017,Other,"Jones, Theador",NA,NA,NA,NA,NA,NA,NA
FR78338448626,2016,Other,"Jones, Theador",NA,NA,NA,NA,NA,NA,NA
FR78338448626,2015,Other,"Jones, Theador",NA,NA,NA,NA,NA,NA,NA
FR78673271732,2021,Other,"Prince, Melisa",Chairman and Chief Executive Officer,1201555,9,11,55610,45146,NA
FR78673271732,2020,Other,"Prince, Melisa",Chairman and Chief Executive Officer,494423,13,15,53122,44634,NA
FR78673271732,2019,Other,"Prince, Melisa",Chairman and Chief Executive Officer,682373,14,17,52631,42642,NA
FR78673271732,2018,Other,"Prince, Melisa",Chairman and Chief Executive Officer,724391,17,22,53665,42770,NA
FR78673271732,2017,Other,"Crook, Kathryn",CEO,616642,12,15,52909,40580,NA
FR78673271732,2016,Other,"Crook, Kathryn",CEO,514617,10,13,50771,40514,NA
FR78673271732,2015,Other,"Crook, Kathryn",CEO,516200,12,14,50245,41081,NA
FR78710701812,2021,Other,"Ingram, Madison",Chairman and Chief Executive Officer,5853073,9.15,15.1,NA,NA,NA
FR78710701812,2020,Other,"Ingram, Madison",Chairman and Chief Executive Officer,366327,7.96,12.4,NA,NA,NA
FR78710701812,2019,Other,"Ingram, Madison",Chairman and Chief Executive Officer,370939,8.7,12.3,NA,NA,NA
FR78710701812,2018,Other,"Ingram, Madison",Chairman and Chief Executive Officer,367605,8.5,11.4,NA,NA,NA
FR78710701812,2017,Other,"Ingram, Madison",Chairman and Chief Executive Officer,1255780,9,12.7,NA,NA,NA
FR78710701812,2016,Other,"Ingram, Madison",Chairman and Chief Executive Officer,372509,6.4,8.9,NA,NA,NA
FR78710701812,2015,Other,"Ingram, Madison",Chairman and Chief Executive Officer,274936,9,12,NA,NA,NA
FR79840340164,2021,Other,"al-Kaiser, Hamna",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR79840340164,2020,Other,"Brown, Keenan",NA,NA,NA,NA,NA,NA,NA
FR79840340164,2019,Other,"al-Kaiser, Hamna",Chairman and Chief Executive Officer,471792,2.63,3.21,NA,NA,NA
FR79840340164,2018,Other,"al-Kaiser, Hamna",Chairman and Chief Executive Officer,562115,2.96,3.51,NA,NA,NA
FR79840340164,2017,Other,"al-Kaiser, Hamna",Chairman and Chief Executive Officer,NA,1.92,2.23,NA,NA,NA
FR79840340164,2016,Other,"al-Kaiser, Hamna",Chairman and Chief Executive Officer,NA,3.19,4.69,NA,NA,NA
FR79840340164,2015,Other,"al-Kaiser, Hamna",Chairman and Chief Executive Officer,NA,3.73,5.6,NA,NA,NA
FR80587221465,2021,Other,"Thomas, Cierra",Chairman and Chief Executive Officer,300000,2.5,2.3,NA,NA,NA
FR80587221465,2020,Other,"Thomas, Cierra",Chairman and Chief Executive Officer,300000,2.5,2.2,NA,NA,NA
FR80587221465,2019,Other,"Thomas, Cierra",Chairman and Chief Executive Officer,300000,2.5,2.3,NA,NA,NA
FR80587221465,2018,Other,"Thomas, Cierra",Chairman and Chief Executive Officer,300000,2.4,2.2,NA,NA,NA
FR80587221465,2017,Other,"Thomas, Cierra",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR80587221465,2016,Other,"Thomas, Cierra",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR80587221465,2015,Other,"Thomas, Cierra",Chairman and Chief Executive Officer,NA,NA,NA,NA,NA,NA
FR80847495798,2021,Other,"Vazquez-Corral, Yvonne",Chairman and Chief Executive Officer,365033,4,5,81586,61146,NA
FR80847495798,2020,Other,"Vazquez-Corral, Yvonne",Chairman and Chief Executive Officer,366759,4.5,6,81586,61146,NA
FR80847495798,2019,Other,"Vazquez-Corral, Yvonne",Chairman and Chief Executive Officer,321600,NA,NA,NA,NA,NA
FR80847495798,2018,Other,"Vazquez-Corral, Yvonne",Chairman and Chief Executive Officer,317148,NA,NA,NA,NA,NA
FR80847495798,2017,Other,"Vazquez-Corral, Yvonne",Chairman and Chief Executive Officer,367146,NA,NA,NA,NA,NA
FR80847495798,2016,Other,"Mendoza-Salazar, Monique",NA,NA,NA,NA,NA,NA,NA
FR80847495798,2015,Other,"Mendoza-Salazar, Monique",NA,NA,NA,NA,NA,NA,NA
FR80883214964,2021,Other,"Ho, Sarah",Chairman and Chief Executive Officer,110182,1.95,2,49303,48100,NA
FR80883214964,2020,Other,"Ho, Sarah",Chairman and Chief Executive Officer,72495,1.24,1.25,48159,47996,NA
FR80883214964,2019,Other,"Ho, Sarah",Chairman and Chief Executive Officer,199895,3.98,3.98,47009,47008,NA
FR80883214964,2018,Other,"Ho, Sarah",Chairman and Chief Executive Officer,362983,7.6,7.63,46174,46007,NA
FR80883214964,2017,Other,"Ho, Sarah",Chairman and Chief Executive Officer,358650,7.73,7.71,45417,45500,NA
FR80883214964,2016,Other,"Ho, Sarah",Chairman and Chief Executive Officer,NA,7.75,7.96,45307,44070,NA
FR80883214964,2015,Other,"Ho, Sarah",Chairman and Chief Executive Officer,NA,7.76,7.94,45259,44200,NA
FR81099172164,2021,Other,"Floyd, Ronald",Chairman and Chief Executive Officer,NA,3.75,5.87,97563,62356,NA
FR81099172164,2020,Other,"Floyd, Ronald",Chairman and Chief Executive Officer,366222,3.09,4.32,90870,65038,NA
FR81099172164,2019,Other,"Floyd, Ronald",Chairman and Chief Executive Officer,403390,3.02,4.31,100886,70608,NA
FR81099172164,2018,Other,"Floyd, Ronald",Chairman and Chief Executive Officer,307594,0.83,1.38,105597,64011,NA
FR81099172164,2017,Other,"Floyd, Ronald",Chairman and Chief Executive Officer,231301,0.29,0.48,94246,57894,NA
FR81099172164,2016,Other,"Floyd, Ronald",Chairman and Chief Executive Officer,256451,0.64,1.12,88060,50659,NA
FR81099172164,2015,Other,"Floyd, Ronald",Chairman and Chief Executive Officer,252069,0.63,1.18,93787,50200,NA
FR81529987968,2021,Other,"Valverde, Jesus",Chairman and Chief Executive Officer,310282,5.1,6.27,NA,NA,NA
FR81529987968,2020,Other,"Valverde, Jesus",Chairman and Chief Executive Officer,300000,3.15,4.53,NA,NA,NA
FR81529987968,2019,Other,"Valverde, Jesus",Chairman and Chief Executive Officer,320674,3.32,4.5,NA,NA,NA
FR81529987968,2018,Other,"Valverde, Jesus",Chairman and Chief Executive Officer,320290,3.08,4.84,NA,NA,NA
FR81529987968,2017,Other,"Valverde, Jesus",Chairman and Chief Executive Officer,144593.88,3.92,5.07,NA,NA,NA
FR81529987968,2016,Other,"Valverde, Jesus",Chairman and Chief Executive Officer,144320,3.61,4.66,NA,NA,NA
FR81529987968,2015,Other,"Valverde, Jesus",Chairman and Chief Executive Officer,144068,3.85,4.95,NA,NA,NA
FR82204447970,2021,Other,"Drake, Tarik",CEO,1381012,22.03,28.82,46534,35567,NA
FR82204447970,2020,Other,"Drake, Tarik",CEO,672743,6.12,8.33,NA,NA,NA
FR82204447970,2019,Other,"Drake, Tarik",CEO,1076335,22.36,32.96,NA,NA,NA
FR82204447970,2018,Other,"Drake, Tarik",CEO,1065734,21.51,31.44,NA,NA,NA
FR82204447970,2017,Other,"Drake, Tarik",CEO,1111228,20.67,26.39,NA,NA,NA
FR82204447970,2016,Other,"Drake, Tarik",CEO,892961,15.24,16.89,NA,NA,NA
FR82204447970,2015,Other,"Drake, Tarik",CEO,720224,20.09,23.04,NA,NA,NA
FR82435169284,2021,Other,"Scott, Alexander",Chairman and Chief Executive Officer,32653,NA,NA,NA,NA,NA
FR82435169284,2020,Other,"Scott, Alexander",Chairman and Chief Executive Officer,70175,NA,NA,NA,NA,NA
FR82435169284,2019,Other,"Scott, Alexander",Chairman and Chief Executive Officer,32745,NA,NA,NA,NA,NA
FR82435169284,2018,Other,"Scott, Alexander",Chairman and Chief Executive Officer,66391,NA,NA,NA,NA,NA
FR82435169284,2017,Other,"Leslie, Jenna",NA,NA,NA,NA,NA,NA,NA
FR82435169284,2016,Other,"Leslie, Jenna",NA,NA,NA,NA,NA,NA,NA
FR82435169284,2015,Other,"Leslie, Jenna",NA,NA,NA,NA,NA,NA,NA
FR83441951505,2021,Other,"Zamora, Shawn",CEO,272558,NA,NA,NA,NA,NA
FR83441951505,2020,Other,"Zamora, Shawn",CEO,1073686,NA,NA,NA,NA,NA
FR83441951505,2019,Other,"Zamora, Shawn",CEO,246749,4.1,5.2,NA,NA,NA
